Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
Seed-P7S1-a_S54.ITS1.R1	Seed-P7S1-a_S54.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	20689.0	0.0	227-231	48.0	12.475228382232103	228.95877036106143	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P7S1-a_S54.ITS1.R2	Seed-P7S1-a_S54.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	20689.0	0.0	230-233	48.0	33.58789695007008	231.0024650780608	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P7S1-b_S62.ITS1.R1	Seed-P7S1-b_S62.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	18397.0	0.0	227-231	48.0	13.002119910855031	228.95662336250476	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P7S1-b_S62.ITS1.R2	Seed-P7S1-b_S62.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	18397.0	0.0	229-233	48.0	34.304506169484156	231.00152198728054	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P7S1-c_S70.ITS1.R1	Seed-P7S1-c_S70.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	23206.0	0.0	227-231	48.0	11.876238903731794	228.9561751271223	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P7S1-c_S70.ITS1.R2	Seed-P7S1-c_S70.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	23206.0	0.0	230-233	48.0	32.45712315780402	231.00120658450402	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P7S2-a_S78.ITS1.R1	Seed-P7S2-a_S78.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	21501.0	0.0	227-231	48.0	13.162178503325428	228.95539742337564	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P7S2-a_S78.ITS1.R2	Seed-P7S2-a_S78.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	21501.0	0.0	192-233	47.0	34.71001348774475	230.9992093391005	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P7S2-b_S86.ITS1.R1	Seed-P7S2-b_S86.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	18683.0	0.0	227-231	48.0	13.584542097093614	228.95803671787186	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P7S2-b_S86.ITS1.R2	Seed-P7S2-b_S86.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	18683.0	0.0	230-233	47.0	36.49306856500562	231.00230155756572	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P7S2-c_S93.ITS1.R1	Seed-P7S2-c_S93.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	22347.0	0.0	227-231	48.0	12.762339463910145	228.95695171611402	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P7S2-c_S93.ITS1.R2	Seed-P7S2-c_S93.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	22347.0	0.0	229-233	47.0	35.08300890499844	231.00134246207546	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P7S3-a_S7.ITS1.R1	Seed-P7S3-a_S7.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	16416.0	0.0	227-231	48.0	13.182261208576998	228.96241471734893	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P7S3-a_S7.ITS1.R2	Seed-P7S3-a_S7.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	16416.0	0.0	229-233	47.0	38.30409356725146	231.00140107212476	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P7S3-b_S15.ITS1.R1	Seed-P7S3-b_S15.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	17633.0	0.0	227-231	48.0	13.315941700221176	228.95757953836556	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P7S3-b_S15.ITS1.R2	Seed-P7S3-b_S15.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	17633.0	0.0	230-233	48.0	34.75301990585834	231.00079396585946	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P7S3-c_S23.ITS1.R1	Seed-P7S3-c_S23.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	18953.0	0.0	227-231	48.0	13.813116656993616	228.95837070648446	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P7S3-c_S23.ITS1.R2	Seed-P7S3-c_S23.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	18953.0	0.0	230-233	47.0	35.93098717881074	231.0030074394555	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P7S4-a_S31.ITS1.R1	Seed-P7S4-a_S31.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	21432.0	0.0	227-231	48.0	12.966592011944755	228.95982642777156	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P7S4-a_S31.ITS1.R2	Seed-P7S4-a_S31.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	21432.0	0.0	229-233	48.0	36.65546845837999	231.0017263904442	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P7S4-b_S39.ITS1.R1	Seed-P7S4-b_S39.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	17673.0	0.0	210-231	48.0	13.874271487579925	228.95490295931648	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P7S4-b_S39.ITS1.R2	Seed-P7S4-b_S39.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	17673.0	0.0	230-233	47.0	38.05239631075652	231.00107508628983	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P7S4-c_S47.ITS1.R1	Seed-P7S4-c_S47.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	17734.0	0.0	227-231	48.0	14.35660313522048	228.95928724484043	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P7S4-c_S47.ITS1.R2	Seed-P7S4-c_S47.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	17734.0	0.0	229-233	47.0	38.63200631555205	231.00124055486637	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-PBS-a_S55.ITS1.R1	Seed-PBS-a_S55.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	19578.0	0.0	227-231	49.0	16.002656042496678	228.94825824905507	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-PBS-a_S55.ITS1.R2	Seed-PBS-a_S55.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	19578.0	0.0	229-233	48.0	38.829298191848	231.00495454081113	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-PBS-b_S63.ITS1.R1	Seed-PBS-b_S63.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	15703.0	0.0	227-231	49.0	16.531872890530472	228.95917977456537	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-PBS-b_S63.ITS1.R2	Seed-PBS-b_S63.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	15703.0	0.0	230-233	48.0	40.100617716359935	231.00827867286506	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-PBS-c_S71.ITS1.R1	Seed-PBS-c_S71.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	18209.0	0.0	227-231	49.0	16.47536932286232	228.9541435553847	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-PBS-c_S71.ITS1.R2	Seed-PBS-c_S71.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	18209.0	0.0	229-233	48.0	40.337195892141246	231.00735899829755	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-Pram-120-a_S32.ITS1.R1	Seed-Pram-120-a_S32.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	17374.0	0.0	227-231	49.0	13.595027051916658	228.95274548175433	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-Pram-120-a_S32.ITS1.R2	Seed-Pram-120-a_S32.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	17374.0	0.0	230-233	47.0	34.74732358696904	231.00189938989294	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-Pram-120-b_S40.ITS1.R1	Seed-Pram-120-b_S40.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	16129.0	0.0	227-231	49.0	13.739227478454957	228.95573191146383	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-Pram-120-b_S40.ITS1.R2	Seed-Pram-120-b_S40.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	16129.0	0.0	229-233	47.0	35.259470518941036	231.00248000496	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-Pram-120-c_S48.ITS1.R1	Seed-Pram-120-c_S48.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	17641.0	0.0	227-231	49.0	13.536647582336602	228.95646505300152	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-Pram-120-c_S48.ITS1.R2	Seed-Pram-120-c_S48.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	17641.0	0.0	230-233	47.0	34.90731817924154	231.00198401451166	pass	fail	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-Pram-120-d-a_S56.ITS1.R1	Seed-Pram-120-d-a_S56.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	19852.0	0.0	227-231	47.0	16.759016723755792	228.95128954261534	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-Pram-120-d-a_S56.ITS1.R2	Seed-Pram-120-d-a_S56.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	19852.0	0.0	229-233	46.0	39.90529921418497	231.01365101752972	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-Pram-120-d-b_S64.ITS1.R1	Seed-Pram-120-d-b_S64.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	17497.0	0.0	227-232	47.0	16.254215008287133	228.95513516602847	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-Pram-120-d-b_S64.ITS1.R2	Seed-Pram-120-d-b_S64.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	17497.0	0.0	229-233	46.0	41.09275875864434	231.0137166371378	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-Pram-120-d-c_S72.ITS1.R1	Seed-Pram-120-d-c_S72.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	23214.0	0.0	181-231	48.0	15.861118290686655	228.02196950116308	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-Pram-120-d-c_S72.ITS1.R2	Seed-Pram-120-d-c_S72.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	23214.0	0.0	195-233	47.0	38.38631860084432	231.01141552511416	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-Control-a_S154.ITS1.R1	Soil-Control-a_S154.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	20421.0	0.0	227-231	50.0	17.23226090788894	228.93026786151512	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-Control-a_S154.ITS1.R2	Soil-Control-a_S154.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	20421.0	0.0	229-233	48.0	40.09108270897605	231.00205670633173	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-Mock-a_S136.ITS1.R1	Soil-Mock-a_S136.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	13918.0	0.0	227-231	41.0	9.656559850553242	228.9517890501509	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-Mock-a_S136.ITS1.R2	Soil-Mock-a_S136.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	13918.0	0.0	229-233	40.0	34.90444029314557	231.0044546630263	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P2S1-a_S95.ITS1.R1	Soil-P2S1-a_S95.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	16543.0	0.0	227-231	47.0	16.097443027262287	228.9611920449737	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P2S1-a_S95.ITS1.R2	Soil-P2S1-a_S95.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	16543.0	0.0	229-233	46.0	48.36486731548087	231.0003022426404	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P2S1-b_S101.ITS1.R1	Soil-P2S1-b_S101.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	18236.0	0.0	227-231	48.0	16.93902171528844	228.95898223294583	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P2S1-b_S101.ITS1.R2	Soil-P2S1-b_S101.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	18236.0	0.0	229-233	47.0	45.179864005264314	231.00115156832638	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P2S1-c_S107.ITS1.R1	Soil-P2S1-c_S107.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	17135.0	0.0	227-231	50.0	19.358039101254743	228.91707032389846	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P2S1-c_S107.ITS1.R2	Soil-P2S1-c_S107.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	17135.0	0.0	229-233	49.0	43.63583309016633	231.00215932302305	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P2S2-a_S113.ITS1.R1	Soil-P2S2-a_S113.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	16417.0	0.0	227-231	48.0	16.90321008710483	228.958579521228	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P2S2-a_S113.ITS1.R2	Soil-P2S2-a_S113.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	16417.0	0.0	230-233	47.0	44.5818359018091	231.00024364987513	pass	fail	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P2S2-b_S119.ITS1.R1	Soil-P2S2-b_S119.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	16158.0	0.0	227-231	48.0	17.51454387919297	228.95667780665923	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P2S2-b_S119.ITS1.R2	Soil-P2S2-b_S119.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	16158.0	0.0	230-233	47.0	45.748236167842556	231.00136155464784	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P2S2-c_S125.ITS1.R1	Soil-P2S2-c_S125.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	14943.0	0.0	227-231	49.0	16.087800307836446	228.95998126212942	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P2S2-c_S125.ITS1.R2	Soil-P2S2-c_S125.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	14943.0	0.0	229-233	48.0	44.56936358161012	231.00133841932677	pass	fail	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P2S3-a_S131.ITS1.R1	Soil-P2S3-a_S131.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	17666.0	0.0	227-231	47.0	15.725121702705763	228.95731914411866	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P2S3-a_S131.ITS1.R2	Soil-P2S3-a_S131.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	17666.0	0.0	229-233	47.0	42.629910562662744	231.00186799501867	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P2S3-b_S137.ITS1.R1	Soil-P2S3-b_S137.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	17803.0	0.0	219-231	47.0	16.502836600572937	228.96028759197887	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P2S3-b_S137.ITS1.R2	Soil-P2S3-b_S137.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	17803.0	0.0	230-233	47.0	45.22271527270685	231.002246812335	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P2S3-c_S143.ITS1.R1	Soil-P2S3-c_S143.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	17352.0	0.0	227-231	47.0	16.199861687413556	228.95689257722452	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P2S3-c_S143.ITS1.R2	Soil-P2S3-c_S143.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	17352.0	0.0	229-233	47.0	45.10719225449516	231.00126786537575	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P2S4-a_S149.ITS1.R1	Soil-P2S4-a_S149.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	18237.0	0.0	203-231	48.0	17.13549377638866	228.95701047321378	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P2S4-a_S149.ITS1.R2	Soil-P2S4-a_S149.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	18237.0	0.0	229-233	47.0	43.230794538575424	231.00060316938092	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P2S4-b_S155.ITS1.R1	Soil-P2S4-b_S155.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	18804.0	0.0	227-231	49.0	15.539246968730058	228.95628589661774	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P2S4-b_S155.ITS1.R2	Soil-P2S4-b_S155.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	18804.0	0.0	230-233	48.0	43.442884492661136	231.00106360348863	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P2S4-c_S160.ITS1.R1	Soil-P2S4-c_S160.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	21130.0	0.0	227-231	49.0	16.024609559867486	228.96114529105537	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P2S4-c_S160.ITS1.R2	Soil-P2S4-c_S160.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	21130.0	0.0	230-233	47.0	41.859914813062	231.00070989115002	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P3S1-a_S96.ITS1.R1	Soil-P3S1-a_S96.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	15782.0	0.0	227-231	46.0	15.67608668102902	228.95811684197187	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P3S1-a_S96.ITS1.R2	Soil-P3S1-a_S96.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	15782.0	0.0	230-233	45.0	44.85489798504626	231.00183753643392	pass	fail	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P3S1-b_S102.ITS1.R1	Soil-P3S1-b_S102.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	16454.0	0.0	227-231	46.0	16.93813054576395	228.95697094931325	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P3S1-b_S102.ITS1.R2	Soil-P3S1-b_S102.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	16454.0	0.0	229-233	45.0	42.409140634496175	231.0023702443175	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P3S1-c_S108.ITS1.R1	Soil-P3S1-c_S108.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	17095.0	0.0	227-231	46.0	17.02837086867505	228.95466510675635	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P3S1-c_S108.ITS1.R2	Soil-P3S1-c_S108.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	17095.0	0.0	229-233	45.0	43.20561567709857	231.0009359461831	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P3S2-a_S114.ITS1.R1	Soil-P3S2-a_S114.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	15478.0	0.0	227-231	47.0	16.520222250936815	228.95399922470602	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P3S2-a_S114.ITS1.R2	Soil-P3S2-a_S114.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	15478.0	0.0	230-233	46.0	40.75461945987854	231.00174441142266	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P3S2-b_S120.ITS1.R1	Soil-P3S2-b_S120.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	17126.0	0.0	227-231	47.0	15.035618358052085	228.95597337381759	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P3S2-b_S120.ITS1.R2	Soil-P3S2-b_S120.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	17126.0	0.0	229-233	46.0	39.12764218147846	231.00035034450542	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P3S2-c_S126.ITS1.R1	Soil-P3S2-c_S126.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	15516.0	0.0	227-231	48.0	15.803042021139468	228.9566254189224	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P3S2-c_S126.ITS1.R2	Soil-P3S2-c_S126.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	15516.0	0.0	229-232	47.0	42.13714874967775	231.0010311936066	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P3S3-a_S132.ITS1.R1	Soil-P3S3-a_S132.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	19705.0	0.0	227-231	46.0	15.239786856127887	228.95610251205278	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P3S3-a_S132.ITS1.R2	Soil-P3S3-a_S132.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	19705.0	0.0	230-233	46.0	40.51763511799036	231.00233443288505	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P3S3-b_S138.ITS1.R1	Soil-P3S3-b_S138.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	20544.0	0.0	227-231	46.0	14.568730529595014	228.95580218068537	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P3S3-b_S138.ITS1.R2	Soil-P3S3-b_S138.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	20544.0	0.0	229-233	46.0	41.24805295950156	231.0010221962617	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P3S3-c_S144.ITS1.R1	Soil-P3S3-c_S144.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	15189.0	0.0	227-231	48.0	23.60260714991112	228.951148857726	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P3S3-c_S144.ITS1.R2	Soil-P3S3-c_S144.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	15189.0	0.0	229-233	47.0	48.3639475936533	231.0034893673053	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P3S4-a_S150.ITS1.R1	Soil-P3S4-a_S150.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	16402.0	0.0	227-231	48.0	19.851237653944644	228.9501890013413	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P3S4-a_S150.ITS1.R2	Soil-P3S4-a_S150.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	16402.0	0.0	229-233	47.0	45.04938422143641	231.0023777588099	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P3S4-b_S156.ITS1.R1	Soil-P3S4-b_S156.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	16078.0	0.0	227-231	47.0	16.544346311730315	228.95018037069286	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P3S4-b_S156.ITS1.R2	Soil-P3S4-b_S156.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	16078.0	0.0	230-233	47.0	43.56885184724468	231.00080855827838	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P3S4-c_S161.ITS1.R1	Soil-P3S4-c_S161.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	19098.0	0.0	227-231	46.0	16.766153523929205	228.95638286731594	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P3S4-c_S161.ITS1.R2	Soil-P3S4-c_S161.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	19098.0	0.0	230-233	46.0	43.84228715048696	231.00167556812232	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P3S5-a_S97.ITS1.R1	Soil-P3S5-a_S97.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	9531.0	0.0	227-231	45.0	22.83076277410555	228.94890357779877	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P3S5-a_S97.ITS1.R2	Soil-P3S5-a_S97.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	9531.0	0.0	229-233	47.0	51.495121183506456	231.00461651453153	pass	warn	fail	pass	fail	fail	pass	warn	warn	fail	pass
Soil-P3S5-b_S103.ITS1.R1	Soil-P3S5-b_S103.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	17406.0	0.0	227-231	48.0	19.073882569229	228.94030793979087	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P3S5-b_S103.ITS1.R2	Soil-P3S5-b_S103.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	17406.0	0.0	229-233	48.0	43.829713891761465	230.99758703895208	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P3S5-c_S109.ITS1.R1	Soil-P3S5-c_S109.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	16367.0	0.0	227-231	48.0	19.893688519582085	228.94250626260157	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P3S5-c_S109.ITS1.R2	Soil-P3S5-c_S109.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	16367.0	0.0	230-233	47.0	44.107044663041485	231.001710759455	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P4S1-a_S115.ITS1.R1	Soil-P4S1-a_S115.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	15205.0	0.0	227-231	48.0	18.3821111476488	228.95376520881288	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P4S1-a_S115.ITS1.R2	Soil-P4S1-a_S115.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	15205.0	0.0	196-233	47.0	44.11048997040447	230.99848733969088	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
