index,Unassigned;__;__;__,k__Fungi;__;__;__,k__Fungi;p__Ascomycota;__;__,k__Fungi;p__Ascomycota;c__Dothideomycetes;__,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Minutisphaerales,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Myriangiales,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Tubeufiales,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Erysiphales,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales,k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales,k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales,k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales,k__Fungi;p__Ascomycota;c__Sordariomycetes;__,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Branch06,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Melanosporales,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Myrmecridiales,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Phomatosporales,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Trichosphaeriales,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales,k__Fungi;p__Ascomycota;c__Taphrinomycetes;o__Taphrinales,k__Fungi;p__Basidiomycota;__;__,k__Fungi;p__Basidiomycota;c__Agaricomycetes;__,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__unidentified,k__Fungi;p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales,k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiales,k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiomycetes_ord_Incertae_sedis,k__Fungi;p__Basidiomycota;c__Geminibasidiomycetes;o__Geminibasidiales,k__Fungi;p__Basidiomycota;c__Malasseziomycetes;o__Malasseziales,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;__,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Leucosporidiales,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryomycetes_ord_Incertae_sedis,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__unidentified,k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__unidentified,k__Fungi;p__Basidiomycota;c__Tremellomycetes;__,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Holtermanniales,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__unidentified,k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Ustilaginales,k__Fungi;p__Basidiomycota;c__unidentified;o__unidentified,k__Fungi;p__Chytridiomycota;__;__,k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__unidentified,k__Fungi;p__Chytridiomycota;c__Rhizophlyctidomycetes;o__Rhizophlyctidales,k__Fungi;p__Chytridiomycota;c__Rhizophydiomycetes;o__Rhizophydiales,k__Fungi;p__Chytridiomycota;c__Spizellomycetes;o__Spizellomycetales,k__Fungi;p__Chytridiomycota;c__unidentified;o__unidentified,k__Fungi;p__Entomophthoromycota;c__Basidiobolomycetes;o__Basidiobolales,k__Fungi;p__Glomeromycota;c__Paraglomeromycetes;o__Paraglomerales,k__Fungi;p__Kickxellomycota;c__Kickxellomycetes;o__Kickxellales,k__Fungi;p__Mortierellomycota;__;__,k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales,k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales,k__Fungi;p__Olpidiomycota;c__Olpidiomycetes;o__Olpidiales,k__Fungi;p__Rozellomycota;c__Rozellomycotina_cls_Incertae_sedis;o__GS11,k__Fungi;p__Rozellomycota;c__unidentified;o__unidentified,k__Fungi;p__unidentified;c__unidentified;o__unidentified,k__Rhizaria;p__Cercozoa;c__unidentified;o__unidentified,Category,sample,host,plot,MLG
Soil_P4S2_a,0.0,83.0,0.0,0.0,640.0,0.0,0.0,0.0,335.0,0.0,0.0,7.0,11.0,0.0,0.0,54.0,9.0,0.0,4.0,0.0,28.0,0.0,0.0,0.0,0.0,2330.0,1820.0,0.0,8.0,0.0,0.0,121.0,0.0,84.0,0.0,8.0,4.0,19.0,0.0,0.0,0.0,140.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,37.0,4.0,58.0,0.0,448.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,60.0,0.0,521.0,0.0,0.0,664.0,132.0,Soil,P4S2,tobacco,P4,MLG2
Seed_Mock_a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4901.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,Mock,NA,NA,NA
Seed_P6S2_a,0.0,80.0,3.0,0.0,1936.0,0.0,0.0,0.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,0.0,0.0,0.0,0.0,2052.0,4556.0,0.0,0.0,0.0,0.0,0.0,0.0,319.0,0.0,0.0,6.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Seed,P6S2,hemp,P6,MLG11
Seed_P7S3_b,0.0,186.0,0.0,0.0,2133.0,0.0,0.0,0.0,439.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3274.0,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,12.0,0.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P7S3,hemp,P7,MLG14
Soil_P2S3_c,0.0,703.0,0.0,0.0,168.0,0.0,0.0,0.0,1367.0,0.0,0.0,0.0,35.0,0.0,0.0,62.0,17.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,353.0,2406.0,0.0,0.0,0.0,0.0,214.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,155.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,19.0,35.0,0.0,0.0,0.0,0.0,0.0,434.0,1299.0,0.0,0.0,0.0,30.0,232.0,0.0,Soil,P2S3,oIlseed_rape,P2,MLG17
Seed_P2S4_a,0.0,78.0,0.0,0.0,2935.0,0.0,0.0,0.0,548.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6710.0,1009.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,Seed,P2S4,oIlseed_rape,P2,MLG17
Soil_P3S1_c,0.0,68.0,6.0,0.0,160.0,7.0,0.0,0.0,761.0,0.0,0.0,15.0,3.0,0.0,0.0,73.0,0.0,2.0,12.0,0.0,17.0,0.0,5.0,0.0,0.0,518.0,2392.0,0.0,36.0,0.0,0.0,590.0,0.0,41.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,48.0,33.0,1510.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,31.0,0.0,0.0,0.0,0.0,809.0,0.0,0.0,0.0,0.0,26.0,0.0,Soil,P3S1,tobacco,P3,MLG6
Seed_P1S1_a,0.0,116.0,49.0,0.0,4004.0,0.0,0.0,0.0,1032.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2363.0,2349.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,529.0,0.0,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,Seed,P1S1,oIlseed_rape,P1,MLG17
Soil_P6S1_a,0.0,73.0,0.0,0.0,350.0,0.0,0.0,0.0,1304.0,0.0,9.0,30.0,89.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,10.0,607.0,1273.0,0.0,23.0,16.0,0.0,214.0,0.0,501.0,0.0,0.0,0.0,40.0,0.0,6.0,0.0,141.0,0.0,0.0,27.0,24.0,0.0,0.0,143.0,6.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,56.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,0.0,0.0,0.0,0.0,669.0,0.0,Soil,P6S1,hemp,P6,MLG12
Germ_P4S1_GR24_c,26.0,345.0,0.0,0.0,88.0,0.0,0.0,0.0,1676.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1067.0,824.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,4.0,Germ,P4S1,tobacco,P4,MLG1
Soil_P7S4_a,0.0,778.0,0.0,0.0,670.0,0.0,0.0,0.0,994.0,0.0,0.0,14.0,3.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,19.0,0.0,3.0,0.0,0.0,1370.0,1572.0,0.0,0.0,0.0,4.0,141.0,0.0,136.0,0.0,24.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1446.0,0.0,0.0,0.0,0.0,135.0,2.0,Soil,P7S4,hemp,P7,MLG14
Seed_PBS_b,0.0,136.0,0.0,0.0,2334.0,0.0,0.0,0.0,693.0,0.0,0.0,0.0,9.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1959.0,1197.0,0.0,0.0,0.0,0.0,32.0,0.0,50.0,0.0,0.0,0.0,425.0,20.0,62.0,0.0,76.0,0.0,19.0,38.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,50.0,0.0,0.0,34.0,49.0,131.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,40.0,0.0,Seed,PBS,NA,NA,NA
Germ_Control_a,0.0,607.0,0.0,0.0,656.0,0.0,0.0,0.0,852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1139.0,1591.0,0.0,0.0,0.0,0.0,111.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,421.0,0.0,0.0,0.0,0.0,0.0,0.0,Germ,Control,NA,NA,NA
Seed_P3S3_c,0.0,109.0,6.0,0.0,7149.0,0.0,0.0,0.0,1231.0,0.0,0.0,0.0,25.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,353.0,1691.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,7.0,73.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,0.0,Seed,P3S3,tobacco,P3,MLG7
Soil_P4S3_c,0.0,56.0,7.0,0.0,849.0,0.0,0.0,0.0,1107.0,0.0,0.0,38.0,24.0,0.0,0.0,40.0,8.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,1503.0,2383.0,0.0,0.0,0.0,0.0,385.0,16.0,459.0,0.0,9.0,0.0,20.0,0.0,0.0,0.0,191.0,0.0,0.0,0.0,6.0,0.0,7.0,83.0,0.0,183.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,0.0,0.0,25.0,10.0,78.0,0.0,562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,11.0,0.0,0.0,0.0,0.0,55.0,0.0,92.0,0.0,0.0,707.0,11.0,Soil,P4S3,tobacco,P4,MLG3
Seed_Pram_120_b,0.0,58.0,0.0,0.0,1383.0,0.0,0.0,0.0,566.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4543.0,633.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,616.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,Pram_120,oIlseed_rape,P0,NA
Seed_P6S3_c,0.0,4.0,0.0,0.0,993.0,0.0,0.0,0.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,508.0,0.0,0.0,0.0,0.0,2433.0,3052.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,Seed,P6S3,hemp,P6,MLG10
Soil_P5S1_a,0.0,92.0,3.0,0.0,1919.0,0.0,0.0,0.0,613.0,0.0,0.0,0.0,11.0,0.0,0.0,13.0,0.0,0.0,49.0,0.0,41.0,0.0,0.0,0.0,11.0,1093.0,1377.0,0.0,0.0,0.0,0.0,87.0,0.0,83.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,3.0,39.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,71.0,9.0,39.0,0.0,885.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,275.0,20.0,Soil,P5S1,tobacco,P5,MLG8
Germ_P6S1_ACN_c,0.0,723.0,0.0,0.0,21.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2070.0,3693.0,0.0,0.0,0.0,0.0,3.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589.0,7.0,Germ,P6S1,hemp,P6,MLG12
Seed_P1S1_b,0.0,65.0,38.0,0.0,3279.0,0.0,0.0,0.0,867.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1951.0,1888.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,342.0,0.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,Seed,P1S1,oIlseed_rape,P1,MLG17
Seed_P4S3_c,0.0,5.0,0.0,0.0,1629.0,0.0,0.0,0.0,672.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,293.0,0.0,0.0,0.0,0.0,2867.0,6075.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,6.0,0.0,603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P4S3,tobacco,P4,MLG3
Soil_P3S3_c,0.0,74.0,0.0,0.0,253.0,10.0,0.0,0.0,1021.0,0.0,0.0,0.0,12.0,0.0,0.0,60.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,697.0,970.0,0.0,0.0,0.0,0.0,114.0,0.0,203.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,21.0,4.0,0.0,0.0,88.0,19.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,35.0,16.0,259.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,1611.0,9.0,Soil,P3S3,tobacco,P3,MLG7
Germ_P3S2_GR24_a,13.0,5.0,0.0,0.0,293.0,0.0,0.0,0.0,1871.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.0,705.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2191.0,0.0,Germ,P3S2,tobacco,P3,MLG7
Seed_P1S4_b,0.0,196.0,0.0,0.0,4114.0,0.0,0.0,0.0,660.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2790.0,1988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,501.0,0.0,268.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,Seed,P1S4,oIlseed_rape,P1,MLG17
Seed_P5S2_c,0.0,3.0,0.0,0.0,3788.0,0.0,0.0,0.0,764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,783.0,2790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0,0.0,87.0,0.0,905.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P5S2,tobacco,P5,MLG9
Germ_P4S1_GR24_b,413.0,76.0,12.0,0.0,146.0,0.0,0.0,0.0,1322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1133.0,2640.0,0.0,7.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,10.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2312.0,0.0,Germ,P4S1,tobacco,P4,MLG1
Germ_P3S2_Chanvre_b,16.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0,1905.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1073.0,1886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.0,8.0,Germ,P3S2,tobacco,P3,MLG7
Seed_P1S3_b,0.0,103.0,17.0,0.0,4548.0,0.0,0.0,0.0,606.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,4499.0,1591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,287.0,0.0,269.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,Seed,P1S3,oIlseed_rape,P1,MLG16
Seed_Pram_120_d_a,0.0,329.0,0.0,0.0,2440.0,0.0,0.0,0.0,535.0,0.0,0.0,0.0,65.0,0.0,0.0,112.0,0.0,0.0,0.0,404.0,0.0,0.0,0.0,0.0,0.0,732.0,1282.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,0.0,0.0,0.0,2235.0,0.0,0.0,0.0,0.0,0.0,212.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,Pram_120_d,oIlseed_rape,P0,NA
