index,Unassigned;__;__,k__Fungi;__;__,k__Fungi;p__Ascomycota;__,k__Fungi;p__Ascomycota;c__Dothideomycetes,k__Fungi;p__Ascomycota;c__Eurotiomycetes,k__Fungi;p__Ascomycota;c__Leotiomycetes,k__Fungi;p__Ascomycota;c__Orbiliomycetes,k__Fungi;p__Ascomycota;c__Pezizomycetes,k__Fungi;p__Ascomycota;c__Saccharomycetes,k__Fungi;p__Ascomycota;c__Sordariomycetes,k__Fungi;p__Ascomycota;c__Taphrinomycetes,k__Fungi;p__Basidiomycota;__,k__Fungi;p__Basidiomycota;c__Agaricomycetes,k__Fungi;p__Basidiomycota;c__Agaricostilbomycetes,k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes,k__Fungi;p__Basidiomycota;c__Geminibasidiomycetes,k__Fungi;p__Basidiomycota;c__Malasseziomycetes,k__Fungi;p__Basidiomycota;c__Microbotryomycetes,k__Fungi;p__Basidiomycota;c__Pucciniomycetes,k__Fungi;p__Basidiomycota;c__Tremellomycetes,k__Fungi;p__Basidiomycota;c__Ustilaginomycetes,k__Fungi;p__Basidiomycota;c__unidentified,k__Fungi;p__Chytridiomycota;__,k__Fungi;p__Chytridiomycota;c__Chytridiomycetes,k__Fungi;p__Chytridiomycota;c__Rhizophlyctidomycetes,k__Fungi;p__Chytridiomycota;c__Rhizophydiomycetes,k__Fungi;p__Chytridiomycota;c__Spizellomycetes,k__Fungi;p__Chytridiomycota;c__unidentified,k__Fungi;p__Entomophthoromycota;c__Basidiobolomycetes,k__Fungi;p__Glomeromycota;c__Paraglomeromycetes,k__Fungi;p__Kickxellomycota;c__Kickxellomycetes,k__Fungi;p__Mortierellomycota;__,k__Fungi;p__Mortierellomycota;c__Mortierellomycetes,k__Fungi;p__Mucoromycota;c__Mucoromycetes,k__Fungi;p__Olpidiomycota;c__Olpidiomycetes,k__Fungi;p__Rozellomycota;c__Rozellomycotina_cls_Incertae_sedis,k__Fungi;p__Rozellomycota;c__unidentified,k__Fungi;p__unidentified;c__unidentified,k__Rhizaria;p__Cercozoa;c__unidentified,Category,sample,host,plot,MLG
Soil_P2S4_a,0.0,729.0,11.0,1938.0,7.0,328.0,0.0,0.0,0.0,4504.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,215.0,0.0,0.0,0.0,0.0,18.0,33.0,0.0,2.0,0.0,0.0,0.0,32.0,536.0,0.0,0.0,0.0,0.0,266.0,0.0,Soil,P2S4,oIlseed_rape,P2,MLG17
Seed_P3S1_c,0.0,60.0,0.0,6749.0,23.0,7.0,0.0,0.0,0.0,1809.0,0.0,5.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,Seed,P3S1,tobacco,P3,MLG6
Seed_P3S4_b,0.0,29.0,0.0,7127.0,0.0,0.0,0.0,0.0,0.0,1920.0,0.0,8.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,Seed,P3S4,tobacco,P3,MLG7
Seed_Pram_120_d_b,0.0,148.0,0.0,2360.0,212.0,49.0,0.0,0.0,110.0,2106.0,0.0,0.0,2362.0,0.0,0.0,0.0,38.0,215.0,0.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,Pram_120_d,oIlseed_rape,P0,NA
Seed_P4S4_b,0.0,0.0,0.0,2039.0,0.0,0.0,0.0,0.0,0.0,5097.0,0.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P4S4,tobacco,P4,MLG4
Germ_P2S2_Colza_a,0.0,266.0,5.0,399.0,7.0,0.0,0.0,0.0,0.0,2220.0,0.0,0.0,23.0,0.0,0.0,0.0,17.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1519.0,5.0,Germ,P2S2,oIlseed_rape,P2,MLG17
Germ_P4S1_Tabac_c,34.0,5.0,0.0,2522.0,0.0,0.0,0.0,0.0,0.0,1321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0,0.0,Germ,P4S1,tobacco,P4,MLG1
Germ_P6S1_GR24_a,0.0,70.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,Germ,P6S1,hemp,P6,MLG12
Germ_P6S1_Tabac_b,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,1669.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.0,0.0,Germ,P6S1,hemp,P6,MLG12
Germ_P6S1_Colza_a,0.0,190.0,0.0,168.0,5.0,0.0,0.0,0.0,0.0,4358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1688.0,5.0,Germ,P6S1,hemp,P6,MLG12
Germ_P4S1_Colza_c,25.0,1508.0,0.0,2604.0,0.0,0.0,0.0,0.0,0.0,1839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,Germ,P4S1,tobacco,P4,MLG1
Germ_P4S1_Tabac_a,48.0,6.0,8.0,1932.0,0.0,0.0,0.0,0.0,0.0,1959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,694.0,0.0,Germ,P4S1,tobacco,P4,MLG1
Seed_P1S3_c,0.0,123.0,25.0,4093.0,0.0,22.0,0.0,0.0,0.0,8159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,Seed,P1S3,oIlseed_rape,P1,MLG16
Seed_P1S2_a,0.0,57.0,34.0,4984.0,5.0,0.0,0.0,0.0,0.0,3045.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,Seed,P1S2,oIlseed_rape,P1,MLG17
Seed_P3S3_b,0.0,160.0,0.0,8687.0,26.0,15.0,0.0,0.0,0.0,2569.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,0.0,Seed,P3S3,tobacco,P3,MLG7
Soil_P6S3_a,0.0,219.0,19.0,1033.0,66.0,26.0,0.0,21.0,0.0,4572.0,0.0,19.0,100.0,0.0,0.0,0.0,0.0,11.0,0.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,389.0,0.0,0.0,0.0,0.0,421.0,0.0,0.0,0.0,0.0,326.0,13.0,Soil,P6S3,hemp,P6,MLG10
Soil_P6S2_a,0.0,142.0,18.0,1021.0,131.0,65.0,0.0,191.0,0.0,3227.0,0.0,11.0,215.0,0.0,44.0,0.0,0.0,5.0,0.0,272.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2419.0,0.0,0.0,0.0,0.0,158.0,7.0,Soil,P6S2,hemp,P6,MLG11
Soil_P7S3_b,0.0,72.0,0.0,823.0,19.0,49.0,0.0,156.0,0.0,2065.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,19.0,0.0,0.0,0.0,0.0,796.0,0.0,0.0,0.0,0.0,164.0,11.0,Soil,P7S3,hemp,P7,MLG14
Seed_P3S2_c,0.0,41.0,0.0,6656.0,3.0,0.0,0.0,3.0,0.0,1879.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,597.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,Seed,P3S2,tobacco,P3,MLG7
Seed_P6S2_b,0.0,61.0,0.0,2129.0,0.0,0.0,0.0,0.0,0.0,6110.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P6S2,hemp,P6,MLG11
Germ_P3S2_Tabac_a,0.0,0.0,0.0,3248.0,0.0,0.0,0.0,0.0,0.0,2305.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1051.0,0.0,Germ,P3S2,tobacco,P3,MLG7
Seed_P7S4_a,0.0,361.0,0.0,3248.0,3.0,0.0,0.0,0.0,0.0,6090.0,3.0,23.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P7S4,hemp,P7,MLG14
Germ_P2S2_Chanvre_a,0.0,80.0,0.0,166.0,0.0,7.0,0.0,0.0,0.0,4343.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,741.0,18.0,Germ,P2S2,oIlseed_rape,P2,MLG17
Seed_PBS_a,0.0,228.0,0.0,3629.0,94.0,24.0,71.0,0.0,0.0,4094.0,0.0,0.0,583.0,16.0,0.0,0.0,62.0,0.0,0.0,505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,257.0,0.0,Seed,PBS,NA,NA,NA
Germ_P3S2_Tabac_b,67.0,472.0,0.0,3937.0,7.0,8.0,0.0,0.0,0.0,2367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1242.0,0.0,Germ,P3S2,tobacco,P3,MLG7
Soil_P7S2_a,0.0,151.0,3.0,500.0,120.0,49.0,0.0,0.0,0.0,2391.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,1070.0,0.0,321.0,0.0,0.0,121.0,0.0,Soil,P7S2,hemp,P7,MLG13
Seed_P6S1_c,0.0,174.0,0.0,3110.0,0.0,2.0,0.0,0.0,0.0,7432.0,0.0,16.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P6S1,hemp,P6,MLG12
Seed_P3S3_a,0.0,87.0,0.0,7708.0,16.0,0.0,0.0,0.0,0.0,1902.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,0.0,Seed,P3S3,tobacco,P3,MLG7
Seed_P2S1_c,0.0,199.0,3.0,4184.0,0.0,10.0,0.0,0.0,0.0,4916.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,Seed,P2S1,oIlseed_rape,P2,MLG15
Germ_P4S1_Colza_a,6.0,627.0,0.0,1286.0,0.0,0.0,0.0,0.0,0.0,828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,Germ,P4S1,tobacco,P4,MLG1
Germ_P3S2_Colza_a,0.0,212.0,0.0,5194.0,0.0,2.0,0.0,0.0,0.0,2138.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,0.0,Germ,P3S2,tobacco,P3,MLG7
Germ_P3S2_Colza_myro_b,0.0,0.0,0.0,4480.0,4.0,0.0,0.0,0.0,0.0,2824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0,0.0,Germ,P3S2,tobacco,P3,MLG7
Seed_P1S3_a,0.0,65.0,6.0,4359.0,2.0,0.0,0.0,0.0,0.0,4330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,Seed,P1S3,oIlseed_rape,P1,MLG16
Seed_P2S3_c,0.0,110.0,0.0,4879.0,0.0,20.0,0.0,0.0,0.0,5037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,Seed,P2S3,oIlseed_rape,P2,MLG17
Germ_P6S1_Colza_b,0.0,156.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,3087.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,10.0,Germ,P6S1,hemp,P6,MLG12
Germ_Mock_a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Germ,Mock,NA,NA,NA
Seed_PBS_c,0.0,280.0,0.0,4029.0,39.0,12.0,0.0,0.0,52.0,3382.0,34.0,0.0,634.0,0.0,0.0,0.0,55.0,9.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,Seed,PBS,NA,NA,NA
Seed_P2S3_b,0.0,45.0,0.0,4643.0,4.0,6.0,0.0,0.0,0.0,4784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,662.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,Seed,P2S3,oIlseed_rape,P2,MLG17
Seed_P4S3_b,0.0,0.0,0.0,1831.0,0.0,0.0,0.0,0.0,0.0,7191.0,0.0,13.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P4S3,tobacco,P4,MLG3
Seed_P7S3_a,0.0,247.0,0.0,2576.0,0.0,0.0,0.0,0.0,0.0,4177.0,5.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seed,P7S3,hemp,P7,MLG14
Germ_P6S1_GR24_b,0.0,608.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,6248.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1343.0,25.0,Germ,P6S1,hemp,P6,MLG12
Soil_P6S3_b,0.0,124.0,4.0,759.0,87.0,48.0,0.0,3.0,0.0,3251.0,0.0,5.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780.0,0.0,0.0,0.0,0.0,869.0,0.0,0.0,0.0,0.0,58.0,8.0,Soil,P6S3,hemp,P6,MLG10
